THÔNG TIN SP,,,,,,,,PHÂN LOẠI,GIÁ SX,TỒN KHO,,
58,BOXER AIR MAX,PO155,VIỆT HOÀNG,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"37,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO155,PO155-DEN-M,PO155,ĐEN,M,,,,,1,0,0 đ,
PO155,PO155-DEN-L,PO155,ĐEN,L,,,,,1,0,0 đ,
PO155,PO155-DEN-XL,PO155,ĐEN,XL,,,,,1,0,0 đ,
PO155,PO155-DEN-XXL,PO155,ĐEN,XXL,,,,,1,0,0 đ,
PO155,PO155-XAMNHAT-M,PO155,XÁM NHẠT,M,,,,,1,0,0 đ,
PO155,PO155-XAMNHAT-L,PO155,XÁM NHẠT,L,,,,,1,0,0 đ,
PO155,PO155-XAMNHAT-XL,PO155,XÁM NHẠT,XL,,,,,1,0,0 đ,
PO155,PO155-XAMNHAT-XXL,PO155,XÁM NHẠT,XXL,,,,,1,0,0 đ,
PO155,PO155-XAMDAM-M,PO155,XÁM ĐẬM,M,,,,,1,0,0 đ,
PO155,PO155-XAMDAM-L,PO155,XÁM ĐẬM,L,,,,,1,0,0 đ,
PO155,PO155-XAMDAM-XL,PO155,XÁM ĐẬM,XL,,,,,1,0,0 đ,
PO155,PO155-XAMDAM-XXL,PO155,XÁM ĐẬM,XXL,,,,,1,0,0 đ,
PO155,PO155-XANHMINT-M,PO155,XANH MINT,M,,,,,1,0,0 đ,
PO155,PO155-XANHMINT-L,PO155,XANH MINT,L,,,,,1,0,0 đ,
PO155,PO155-XANHMINT-XL,PO155,XANH MINT,XL,,,,,1,0,0 đ,
PO155,PO155-XANHMINT-XXL,PO155,XANH MINT,XXL,,,,,1,0,0 đ,
59,JASTIN,PO157,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"119,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO157,PO157-CAFE-M,PO157,ĐEN,M,,,,,1,0,0 đ,
PO157,PO157-CAFE-L,PO157,ĐEN,L,,,,,1,0,0 đ,
PO157,PO157-CAFE-XL,PO157,ĐEN,XL,,,,,1,0,0 đ,
PO157,PO157-CAFE-XXL,PO157,ĐEN,XXL,,,,,1,0,0 đ,
60,DERICK,PO158,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"112,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO158,PO158-TRANG-M,PO158,TRANG,M,,,,,1,0,0 đ,
PO158,PO158-TRANG-L,PO158,TRANG,L,,,,,1,0,0 đ,
PO158,PO158-TRANG-XL,PO158,TRANG,XL,,,,,1,0,0 đ,
PO158,PO158-TRANG-XXL,PO158,TRANG,XXL,,,,,1,0,0 đ,
61,WOOLEN,PO159,XUÂN YẾN,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"153,000 đ",1,"153,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO159,PO159-TRANG-M,PO159,TRẮNG,M,,,,,1,0,0 đ,
PO159,PO159-TRANG-L,PO159,TRẮNG,L,,,,,1,0,0 đ,
PO159,PO159-TRANG-XL,PO159,TRẮNG,XL,,,,,1,0,0 đ,
PO159,PO159-TRANG-XXL,PO159,TRẮNG,XXL,,,,,1,1,"153,000 đ",
PO159,PO159-BE-M,PO159,BE,M,,,,,1,0,0 đ,
PO159,PO159-BE-L,PO159,BE,L,,,,,1,0,0 đ,
PO159,PO159-BE-XL,PO159,BE,XL,,,,,1,0,0 đ,
PO159,PO159-BE-XXL,PO159,BE,XXL,,,,,1,0,0 đ,
62,VINCENT,PO160,THANH HƯƠNG,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"148,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO160,PO160-NAVY-M,PO160,NAVY,M,,,,,1,0,0 đ,
PO160,PO160-NAVY-L,PO160,NAVY,L,,,,,1,0,0 đ,
PO160,PO160-NAVY-XL,PO160,NAVY,XL,,,,,1,0,0 đ,
PO160,PO160-NAVY-XXL,PO160,NAVY,XXL,,,,,1,0,0 đ,
PO160,PO160-XAMNHAT-M,PO160,XÁM NHẠT,M,,,,,1,0,0 đ,
PO160,PO160-XAMNHAT-L,PO160,XÁM NHẠT,L,,,,,1,0,0 đ,
PO160,PO160-XAMNHAT-XL,PO160,XÁM NHẠT,XL,,,,,1,0,0 đ,
PO160,PO160-XAMNHAT-XXL,PO160,XÁM NHẠT,XXL,,,,,1,0,0 đ,
PO160,PO160-REU-M,PO160,RÊU,M,,,,,1,0,0 đ,
PO160,PO160-REU-L,PO160,RÊU,L,,,,,1,0,0 đ,
PO160,PO160-REU-XL,PO160,RÊU,XL,,,,,1,0,0 đ,
PO160,PO160-REU-XXL,PO160,RÊU,XXL,,,,,1,0,0 đ,
63,HORIZ SHIRT,PO161,THANH HƯƠNG,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"143,000 đ",23,"3,289,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO161,PO161-TRANG-M,PO161,TRẮNG,M,,,,,1,0,0 đ,
PO161,PO161-TRANG-L,PO161,TRẮNG,L,,,,,1,0,0 đ,
PO161,PO161-TRANG-XL,PO161,TRẮNG,XL,,,,,1,0,0 đ,
PO161,PO161-TRANG-XXL,PO161,TRẮNG,XXL,,,,,1,23,"3,289,000 đ",
PO161,PO161-REU-M,PO161,RÊU,M,,,,,1,0,0 đ,
PO161,PO161-REU-L,PO161,RÊU,L,,,,,1,0,0 đ,
PO161,PO161-REU-XL,PO161,RÊU,XL,,,,,1,0,0 đ,
PO161,PO161-REU-XXL,PO161,RÊU,XXL,,,,,1,0,0 đ,
PO161,PO161-NAVY-M,PO161,NAVY,M,,,,,1,0,0 đ,
PO161,PO161-NAVY-L,PO161,NAVY,L,,,,,1,0,0 đ,
PO161,PO161-NAVY-XL,PO161,NAVY,XL,,,,,1,0,0 đ,
PO161,PO161-NAVY-XXL,PO161,NAVY,XXL,,,,,1,0,0 đ,
64,WIZEN SHORT,PO162,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"83,000 đ",6,"498,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO162,PO162-BE-S,PO162,BE,S,,,,,,0,0 đ,
PO162,PO162-BE-M,PO162,BE,M,,,,,,0,0 đ,
PO162,PO162-BE-L,PO162,BE,L,,,,,,0,0 đ,
PO162,PO162-BE-XL,PO162,BE,XL,,,,,,0,0 đ,
PO162,PO162-XAMDAM-S,PO162,XÁM ĐẬM,S,,,,,,5,"415,000 đ",
PO162,PO162-XAMDAM-M,PO162,XÁM ĐẬM,M,,,,,,1,"83,000 đ",
PO162,PO162-XAMDAM-L,PO162,XÁM ĐẬM,L,,,,,,0,0 đ,
PO162,PO162-XAMDAM-XL,PO162,XÁM ĐẬM,XL,,,,,,0,0 đ,
PO162,PO162-DEN-S,PO162,ĐEN,S,,,,,,0,0 đ,
PO162,PO162-DEN-M,PO162,ĐEN,M,,,,,,0,0 đ,
PO162,PO162-DEN-L,PO162,ĐEN,L,,,,,,0,0 đ,
PO162,PO162-DEN-XL,PO162,ĐEN,XL,,,,,,0,0 đ,
65,ÁO KHOÁC JACKY,PO163,THANH LONG,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"195,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO163,PO163-XAM-S,PO163,XÁM,S,,,,,1,0,0 đ,
PO163,PO163-XAM-M,PO163,XÁM,M,,,,,1,0,0 đ,
PO163,PO163-XAM-L,PO163,XÁM,L,,,,,1,0,0 đ,
PO163,PO163-XAM-XL,PO163,XÁM,XL,,,,,1,0,0 đ,
66,RAFLAN,PO164,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"125,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO164,PO164-TRANG-M,PO164,TRẮNG,M,,,,,1,0,0 đ,
PO164,PO164-TRANG-L,PO164,TRẮNG,L,,,,,1,0,0 đ,
PO164,PO164-TRANG-XL,PO164,TRẮNG,XL,,,,,1,0,0 đ,
PO164,PO164-TRANG-XXL,PO164,TRẮNG,XXL,,,,,1,0,0 đ,
PO164,PO164-HONGNHAT-M,PO164,HỒNG NHẠT,M,,,,,1,0,0 đ,
PO164,PO164-HONGNHAT-L,PO164,HỒNG NHẠT,L,,,,,1,0,0 đ,
PO164,PO164-HONGNHAT-XL,PO164,HỒNG NHẠT,XL,,,,,1,0,0 đ,
PO164,PO164-HONGNHAT-XXL,PO164,HỒNG NHẠT,XXL,,,,,1,0,0 đ,
PO164,PO164-NAVY-M,PO164,NAVY,M,,,,,1,0,0 đ,
PO164,PO164-NAVY-L,PO164,NAVY,L,,,,,1,0,0 đ,
PO164,PO164-NAVY-XL,PO164,NAVY,XL,,,,,1,0,0 đ,
PO164,PO164-NAVY-XXL,PO164,NAVY,XXL,,,,,1,0,0 đ,
67,ROGER,PO165,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"112,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO165,PO165-TRANG-M,PO165,TRẮNG,M,,,,,1,0,0 đ,
PO165,PO165-TRANG-L,PO165,TRẮNG,L,,,,,1,0,0 đ,
PO165,PO165-TRANG-XL,PO165,TRẮNG,XL,,,,,1,0,0 đ,
PO165,PO165-TRANG-XXL,PO165,TRẮNG,XXL,,,,,1,0,0 đ,
PO165,PO165-DEN-M,PO165,ĐEN,M,,,,,1,0,0 đ,
PO165,PO165-DEN-L,PO165,ĐEN,L,,,,,1,0,0 đ,
PO165,PO165-DEN-XL,PO165,ĐEN,XL,,,,,1,0,0 đ,
PO165,PO165-DEN-XXL,PO165,ĐEN,XXL,,,,,1,0,0 đ,
68,BASIC DIAMOND,PO166,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"118,000 đ","7,956","938,808,000 đ",13%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO166,PO166-TRANG-M,PO166,TRẮNG,M,,,,,0,325,"38,350,000 đ",
PO166,PO166-TRANG-L,PO166,TRẮNG,L,,,,,1,15,"1,770,000 đ",
PO166,PO166-TRANG-XL,PO166,TRẮNG,XL,,,,,0,468,"55,224,000 đ",
PO166,PO166-TRANG-XXL,PO166,TRẮNG,XXL,,,,,0,496,"58,528,000 đ",
PO166,PO166-DEN-M,PO166,ĐEN,M,,,,,0,260,"30,680,000 đ",
PO166,PO166-DEN-L,PO166,ĐEN,L,,,,,1,0,0 đ,
PO166,PO166-DEN-XL,PO166,ĐEN,XL,,,,,1,95,"11,210,000 đ",
PO166,PO166-DEN-XXL,PO166,ĐEN,XXL,,,,,1,47,"5,546,000 đ",
PO166,PO166-BE-M,PO166,BE,M,,,,,0,221,"26,078,000 đ",
PO166,PO166-BE-L,PO166,BE,L,,,,,0,175,"20,650,000 đ",
PO166,PO166-BE-XL,PO166,BE,XL,,,,,0,201,"23,718,000 đ",
PO166,PO166-BE-XXL,PO166,BE,XXL,,,,,0,132,"15,576,000 đ",
PO166,PO166-NAVY-M,PO166,NAVY,M,,,,,0,336,"39,648,000 đ",
PO166,PO166-NAVY-L,PO166,NAVY,L,,,,,1,0,0 đ,
PO166,PO166-NAVY-XL,PO166,NAVY,XL,,,,,1,54,"6,372,000 đ",
PO166,PO166-NAVY-XXL,PO166,NAVY,XXL,,,,,0,170,"20,060,000 đ",
PO166,PO166-HONGNHAT-M,PO166,HỒNG NHẠT,M,,,,,1,0,0 đ,
PO166,PO166-HONGNHAT-L,PO166,HỒNG NHẠT,L,,,,,1,0,0 đ,
PO166,PO166-HONGNHAT-XL,PO166,HỒNG NHẠT,XL,,,,,1,0,0 đ,
PO166,PO166-HONGNHAT-XXL,PO166,HỒNG NHẠT,XXL,,,,,1,0,0 đ,
PO166,PO166-RUOC-M,PO166,RUỐC,M,,,,,1,0,0 đ,
PO166,PO166-RUOC-L,PO166,RUỐC,L,,,,,1,0,0 đ,
PO166,PO166-RUOC-XL,PO166,RUỐC,XL,,,,,1,0,0 đ,
PO166,PO166-RUOC-XXL,PO166,RUỐC,XXL,,,,,1,0,0 đ,
PO166,PO166-XANHNGOC-M,PO166,XANH NGỌC,M,,,,,1,0,0 đ,
PO166,PO166-XANHNGOC-L,PO166,XANH NGỌC,L,,,,,1,0,0 đ,
PO166,PO166-XANHNGOC-XL,PO166,XANH NGỌC,XL,,,,,1,0,0 đ,
PO166,PO166-XANHNGOC-XXL,PO166,XANH NGỌC,XXL,,,,,1,0,0 đ,
PO166,PO166-BEDAM-M,PO166,BE ĐẬM,M,,,,,0,894,"105,492,000 đ",
PO166,PO166-BEDAM-L,PO166,BE ĐẬM,L,,,,,0,788,"92,984,000 đ",
PO166,PO166-BEDAM-XL,PO166,BE ĐẬM,XL,,,,,0,585,"69,030,000 đ",
PO166,PO166-BEDAM-XXL,PO166,BE ĐẬM,XXL,,,,,0,489,"57,702,000 đ",
PO166,PO166-NAUDAT-M,PO166,NÂU ĐẤT,M,,,,,1,98,"11,564,000 đ",
PO166,PO166-NAUDAT-L,PO166,NÂU ĐẤT,L,,,,,1,0,0 đ,
PO166,PO166-NAUDAT-XL,PO166,NÂU ĐẤT,XL,,,,,1,0,0 đ,
PO166,PO166-NAUDAT-XXL,PO166,NÂU ĐẤT,XXL,,,,,1,0,0 đ,
PO166,PO166-DO-M,PO166,ĐỎ,M,,,,,1,0,0 đ,
PO166,PO166-DO-L,PO166,ĐỎ,L,,,,,1,0,0 đ,
PO166,PO166-DO-XL,PO166,ĐỎ,XL,,,,,1,0,0 đ,
PO166,PO166-DO-XXL,PO166,ĐỎ,XXL,,,,,1,0,0 đ,
PO166,PO166-XANHLA-M,PO166,XANH LÁ,M,,,,,0,261,"30,798,000 đ",
PO166,PO166-XANHLA-L,PO166,XANH LÁ,L,,,,,1,0,0 đ,
PO166,PO166-XANHLA-XL,PO166,XANH LÁ,XL,,,,,1,0,0 đ,
PO166,PO166-XANHLA-XXL,PO166,XANH LÁ,XXL,,,,,1,8,"944,000 đ",
PO166,PO166-CAPHE-M,PO166,CÀ PHÊ,M,,,,,1,5,"590,000 đ",
PO166,PO166-CAPHE-L,PO166,CÀ PHÊ,L,,,,,1,0,0 đ,
PO166,PO166-CAPHE-XL,PO166,CÀ PHÊ,XL,,,,,1,0,0 đ,
PO166,PO166-CAPHE-XXL,PO166,CÀ PHÊ,XXL,,,,,1,0,0 đ,
PO166,PO166-XAM-M,PO166,XÁM,M,,,,,1,0,0 đ,
PO166,PO166-XAM-L,PO166,XÁM,L,,,,,1,0,0 đ,
PO166,PO166-XAM-XL,PO166,XÁM,XL,,,,,1,0,0 đ,
PO166,PO166-XAM-XXL,PO166,XÁM,XXL,,,,,1,0,0 đ,
PO166,PO166-XAMXANH-M,PO166,XÁM XANH,M,,,,,1,0,0 đ,
PO166,PO166-XAMXANH-L,PO166,XÁM XANH,L,,,,,1,0,0 đ,
PO166,PO166-XAMXANH-XL,PO166,XÁM XANH,XL,,,,,1,0,0 đ,
PO166,PO166-XAMXANH-XXL,PO166,XÁM XANH,XXL,,,,,1,64,"7,552,000 đ",
PO166,PO166-BEVANG-M,PO166,BE VÀNG,M,,,,,1,0,0 đ,
PO166,PO166-BEVANG-L,PO166,BE VÀNG,L,,,,,1,0,0 đ,
PO166,PO166-BEVANG-XL,PO166,BE VÀNG,XL,,,,,1,0,0 đ,
PO166,PO166-BEVANG-XXL,PO166,BE VÀNG,XXL,,,,,1,0,0 đ,
PO166,PO166-DONAU-M,PO166,ĐỎ NÂU,M,,,,,1,0,0 đ,
PO166,PO166-DONAU-L,PO166,ĐỎ NÂU,L,,,,,1,0,0 đ,
PO166,PO166-DONAU-XL,PO166,ĐỎ NÂU,XL,,,,,1,0,0 đ,
PO166,PO166-DONAU-XXL,PO166,ĐỎ NÂU,XXL,,,,,1,0,0 đ,
PO166,PO166-KHAKI-M,PO166,KHAKI,M,,,,,0,175,"20,650,000 đ",
PO166,PO166-KHAKI-L,PO166,KHAKI,L,,,,,1,24,"2,832,000 đ",
PO166,PO166-KHAKI-XL,PO166,KHAKI,XL,,,,,1,34,"4,012,000 đ",
PO166,PO166-KHAKI-XXL,PO166,KHAKI,XXL,,,,,1,39,"4,602,000 đ",
PO166,PO166-CHOCO-M,PO166,CHOCO,M,,,,,1,0,0 đ,
PO166,PO166-CHOCO-L,PO166,CHOCO,L,,,,,1,0,0 đ,
PO166,PO166-CHOCO-XL,PO166,CHOCO,XL,,,,,1,0,0 đ,
PO166,PO166-CHOCO-XXL,PO166,CHOCO,XXL,,,,,1,0,0 đ,
PO166,PO166-XAMDAM-M,PO166,XÁM ĐẬM,M,,,,,0,143,"16,874,000 đ",
PO166,PO166-XAMDAM-L,PO166,XÁM ĐẬM,L,,,,,1,30,"3,540,000 đ",
PO166,PO166-XAMDAM-XL,PO166,XÁM ĐẬM,XL,,,,,1,73,"8,614,000 đ",
PO166,PO166-XAMDAM-XXL,PO166,XÁM ĐẬM,XXL,,,,,1,55,"6,490,000 đ",
PO166,PO166-TRANGNEW-M,PO166,TRẮNG NEW,M,,,,,1,0,0 đ,
PO166,PO166-TRANGNEW-L,PO166,TRẮNG NEW,L,,,,,1,0,0 đ,
PO166,PO166-TRANGNEW-XL,PO166,TRẮNG NEW,XL,,,,,1,0,0 đ,
PO166,PO166-TRANGNEW-XXL,PO166,TRẮNG NEW,XXL,,,,,1,0,0 đ,
PO166,PO166-NAVYNEW-M,PO166,NAVY NEW,M,,,,,1,0,0 đ,
PO166,PO166-NAVYNEW-L,PO166,NAVY NEW,L,,,,,1,0,0 đ,
PO166,PO166-NAVYNEW-XL,PO166,NAVY NEW,XL,,,,,1,0,0 đ,
PO166,PO166-NAVYNEW-XXL,PO166,NAVY NEW,XXL,,,,,1,0,0 đ,
PO166,PO166-TRANGKEM-M,PO166,TRẮNG KEM,M,,,,,0,167,"19,706,000 đ",
PO166,PO166-TRANGKEM-L,PO166,TRẮNG KEM,L,,,,,1,94,"11,092,000 đ",
PO166,PO166-TRANGKEM-XL,PO166,TRẮNG KEM,XL,,,,,0,140,"16,520,000 đ",
PO166,PO166-TRANGKEM-XXL,PO166,TRẮNG KEM,XXL,,,,,0,103,"12,154,000 đ",
PO166,PO166-BENHAT-M,PO166,BE NHẠT,M,,,,,1,0,0 đ,
PO166,PO166-BENHAT-L,PO166,BE NHẠT,L,,,,,1,0,0 đ,
PO166,PO166-BENHAT-XL,PO166,BE NHẠT,XL,,,,,1,0,0 đ,
PO166,PO166-BENHAT-XXL,PO166,BE NHẠT,XXL,,,,,1,0,0 đ,
PO166,PO166-XANHKHOI-M,PO166,XANH KHÓI,M,,,,,1,36,"4,248,000 đ",
PO166,PO166-XANHKHOI-L,PO166,XANH KHÓI,L,,,,,1,1,"118,000 đ",
PO166,PO166-XANHKHOI-XL,PO166,XANH KHÓI,XL,,,,,1,39,"4,602,000 đ",
PO166,PO166-XANHKHOI-XXL,PO166,XANH KHÓI,XXL,,,,,1,49,"5,782,000 đ",
PO166,PO166-XANHDENIM-M,PO166,XANH DENIM,M,,,,,1,97,"11,446,000 đ",
PO166,PO166-XANHDENIM-L,PO166,XANH DENIM,L,,,,,1,62,"7,316,000 đ",
PO166,PO166-XANHDENIM-XL,PO166,XANH DENIM,XL,,,,,1,72,"8,496,000 đ",
PO166,PO166-XANHDENIM-XXL,PO166,XANH DENIM,XXL,,,,,1,60,"7,080,000 đ",
PO166,PO166-XANHMINT-M,PO166,XANH MINT,M,,,,,0,101,"11,918,000 đ",
PO166,PO166-XANHMINT-L,PO166,XANH MINT,L,,,,,1,53,"6,254,000 đ",
PO166,PO166-XANHMINT-XL,PO166,XANH MINT,XL,,,,,1,65,"7,670,000 đ",
PO166,PO166-XANHMINT-XXL,PO166,XANH MINT,XXL,,,,,1,57,"6,726,000 đ",
69,DENNI,PO167,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"115,000 đ",107,"12,305,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO167,PO167-NAVY-M,PO167,NAVY,M,,,,,1,0,0 đ,
PO167,PO167-NAVY-L,PO167,NAVY,L,,,,,1,0,0 đ,
PO167,PO167-NAVY-XL,PO167,NAVY,XL,,,,,1,0,0 đ,
PO167,PO167-NAVY-XXL,PO167,NAVY,XXL,,,,,1,0,0 đ,
PO167,PO167-DEN-M,PO167,ĐEN,M,,,,,1,49,"5,635,000 đ",
PO167,PO167-DEN-L,PO167,ĐEN,L,,,,,1,0,0 đ,
PO167,PO167-DEN-XL,PO167,ĐEN,XL,,,,,1,0,0 đ,
PO167,PO167-DEN-XXL,PO167,ĐEN,XXL,,,,,1,0,0 đ,
PO167,PO167-TRANG-M,PO167,TRẮNG,M,,,,,1,1,"115,000 đ",
PO167,PO167-TRANG-L,PO167,TRẮNG,L,,,,,1,0,0 đ,
PO167,PO167-TRANG-XL,PO167,TRẮNG,XL,,,,,1,0,0 đ,
PO167,PO167-TRANG-XXL,PO167,TRẮNG,XXL,,,,,1,57,"6,555,000 đ",
70,FRODA,PO168,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"118,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO168,PO168-TRANG-M,PO168,TRẮNG,M,,,,,1,0,0 đ,
PO168,PO168-TRANG-L,PO168,TRẮNG,L,,,,,1,0,0 đ,
PO168,PO168-TRANG-XL,PO168,TRẮNG,XL,,,,,1,0,0 đ,
PO168,PO168-TRANG-XXL,PO168,TRẮNG,XXL,,,,,1,0,0 đ,
PO168,PO168-DEN-M,PO168,ĐEN,M,,,,,1,0,0 đ,
PO168,PO168-DEN-L,PO168,ĐEN,L,,,,,1,0,0 đ,
PO168,PO168-DEN-XL,PO168,ĐEN,XL,,,,,1,0,0 đ,
PO168,PO168-DEN-XXL,PO168,ĐEN,XXL,,,,,1,0,0 đ,
71,PAYDEN,PO169,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"113,000 đ",120,"13,560,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO169,PO169-TRANG-M,PO169,TRẮNG,M,,,,,1,10,"1,130,000 đ",
PO169,PO169-TRANG-L,PO169,TRẮNG,L,,,,,1,22,"2,486,000 đ",
PO169,PO169-TRANG-XL,PO169,TRẮNG,XL,,,,,1,32,"3,616,000 đ",
PO169,PO169-TRANG-XXL,PO169,TRẮNG,XXL,,,,,1,56,"6,328,000 đ",
PO169,PO169-BE-M,PO169,BE,M,,,,,1,0,0 đ,
PO169,PO169-BE-L,PO169,BE,L,,,,,1,0,0 đ,
PO169,PO169-BE-XL,PO169,BE,XL,,,,,1,0,0 đ,
PO169,PO169-BE-XXL,PO169,BE,XXL,,,,,1,0,0 đ,
72,FIN,PO170,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"113,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO170,PO170-NAVY-M,PO170,NAVY,M,,,,,1,0,0 đ,
PO170,PO170-NAVY-L,PO170,NAVY,L,,,,,1,0,0 đ,
PO170,PO170-NAVY-XL,PO170,NAVY,XL,,,,,1,0,0 đ,
PO170,PO170-NAVY-XXL,PO170,NAVY,XXL,,,,,1,0,0 đ,
73,FELIX,PO171,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"126,000 đ",5,"630,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO171,PO171-TRANG-M,PO171,TRẮNG,M,,,,,1,0,0 đ,
PO171,PO171-TRANG-L,PO171,TRẮNG,L,,,,,1,0,0 đ,
PO171,PO171-TRANG-XL,PO171,TRẮNG,XL,,,,,1,0,0 đ,
PO171,PO171-TRANG-XXL,PO171,TRẮNG,XXL,,,,,1,0,0 đ,
PO171,PO171-XANHNGOC-M,PO171,XANH NGỌC,M,,,,,1,0,0 đ,
PO171,PO171-XANHNGOC-L,PO171,XANH NGỌC,L,,,,,1,0,0 đ,
PO171,PO171-XANHNGOC-XL,PO171,XANH NGỌC,XL,,,,,1,0,0 đ,
PO171,PO171-XANHNGOC-XXL,PO171,XANH NGỌC,XXL,,,,,1,5,"630,000 đ",
74,ALVIN,PO172,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"129,000 đ",8,"1,032,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO172,PO172-BE-M,PO172,BE,M,,,,,,0,0 đ,
PO172,PO172-BE-L,PO172,BE,L,,,,,,0,0 đ,
PO172,PO172-BE-XL,PO172,BE,XL,,,,,,0,0 đ,
PO172,PO172-BE-XXL,PO172,BE,XXL,,,,,,0,0 đ,
PO172,PO172-XANHNGOC-M,PO172,XANH NGỌC,M,,,,,,0,0 đ,
PO172,PO172-XANHNGOC-L,PO172,XANH NGỌC,L,,,,,,0,0 đ,
PO172,PO172-XANHNGOC-XL,PO172,XANH NGỌC,XL,,,,,,0,0 đ,
PO172,PO172-XANHNGOC-XXL,PO172,XANH NGỌC,XXL,,,,,,8,"1,032,000 đ",
PO172,PO172-HONGNHAT-M,PO172,HỒNG NHẠT,M,,,,,,0,0 đ,
PO172,PO172-HONGNHAT-L,PO172,HỒNG NHẠT,L,,,,,,0,0 đ,
PO172,PO172-HONGNHAT-XL,PO172,HỒNG NHẠT,XL,,,,,,0,0 đ,
PO172,PO172-HONGNHAT-XXL,PO172,HỒNG NHẠT,XXL,,,,,,0,0 đ,
75,TÚI TOTE MIX,PO173,CAVA,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"52,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
