THÔNG TIN SP,,,,,,,,PHÂN LOẠI,GIÁ SX,TỒN KHO,,
,,MÃ SP,MÀU,SIZE,HÌNH,,,KHÔNG RESTOCK,DAY,TỒN KHO,TỔNG TIỀN,#VALUE!
PO106,PO106-TRANG-29,PO106,TRẮNG,29,,,,,1,0,0 đ,
PO106,PO106-TRANG-30,PO106,TRẮNG,30,,,,,1,0,0 đ,
PO106,PO106-TRANG-31,PO106,TRẮNG,31,,,,,1,0,0 đ,
PO106,PO106-TRANG-32,PO106,TRẮNG,32,,,,,1,0,0 đ,
PO106,PO106-DEN-29,PO106,ĐEN,29,,,,,1,0,0 đ,
PO106,PO106-DEN-30,PO106,ĐEN,30,,,,,1,0,0 đ,
PO106,PO106-DEN-31,PO106,ĐEN,31,,,,,1,0,0 đ,
PO106,PO106-DEN-32,PO106,ĐEN,32,,,,,1,0,0 đ,
PO106,PO106-BE-29,PO106,BE,29,,,,,1,0,0 đ,
PO106,PO106-BE-30,PO106,BE,30,,,,,1,0,0 đ,
PO106,PO106-BE-31,PO106,BE,31,,,,,1,0,0 đ,
PO106,PO106-BE-32,PO106,BE,32,,,,,1,0,0 đ,
PO106,PO106-XAMNHAT-29,PO106,XÁM NHẠT,29,,,,,1,0,0 đ,
PO106,PO106-XAMNHAT-30,PO106,XÁM NHẠT,30,,,,,1,0,0 đ,
PO106,PO106-XAMNHAT-31,PO106,XÁM NHẠT,31,,,,,1,0,0 đ,
PO106,PO106-XAMNHAT-32,PO106,XÁM NHẠT,32,,,,,1,0,0 đ,
PO106,PO106-XAMDAM-29,PO106,XÁM ĐẬM,29,,,,,1,0,0 đ,
PO106,PO106-XAMDAM-30,PO106,XÁM ĐẬM,30,,,,,1,0,0 đ,
PO106,PO106-XAMDAM-31,PO106,XÁM ĐẬM,31,,,,,1,0,0 đ,
PO106,PO106-XAMDAM-32,PO106,XÁM ĐẬM,32,,,,,1,0,0 đ,
19,MARK,PO108,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"116,000 đ",46,"5,336,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO108,PO108-TRANG-M,PO108,TRẮNG,M,,,,,1,0,0 đ,
PO108,PO108-TRANG-L,PO108,TRẮNG,L,,,,,1,0,0 đ,
PO108,PO108-TRANG-XL,PO108,TRẮNG,XL,,,,,1,0,0 đ,
PO108,PO108-TRANG-XXL,PO108,TRẮNG,XXL,,,,,1,46,"5,336,000 đ",
20,LUKE,PO114,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"118,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,,DAY,TỒN KHO,,TỔNG TIỀN
PO114,PO114-DEN-M,PO114,ĐEN,M,,,,,1,0,0 đ,#REF!
PO114,PO114-DEN-L,PO114,ĐEN,L,,,,,1,0,0 đ,#REF!
PO114,PO114-DEN-XL,PO114,ĐEN,XL,,,,,1,0,0 đ,#REF!
PO114,PO114-DEN-XXL,PO114,ĐEN,XXL,,,,,1,0,0 đ,#REF!
21,LUCIAN,PO116,XUÂN YẾN,PHỐI,REGULAR,,TAY DÀI,SẢN PHẨM CHỦ LỰC,"175,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,0
PO116,PO116-DEN-M,PO116,ĐEN,M,,,,,1,0,0 đ,
PO116,PO116-DEN-L,PO116,ĐEN,L,,,,,1,0,0 đ,
PO116,PO116-DEN-XL,PO116,ĐEN,XL,,,,,1,0,0 đ,
PO116,PO116-DEN-XXL,PO116,ĐEN,XXL,,,,,1,0,0 đ,
PO116,PO116-TRANG-M,PO116,TRẮNG,M,,,,,1,0,0 đ,
PO116,PO116-TRANG-L,PO116,TRẮNG,L,,,,,1,0,0 đ,
PO116,PO116-TRANG-XL,PO116,TRẮNG,XL,,,,,1,0,0 đ,
PO116,PO116-TRANG-XXL,PO116,TRẮNG,XXL,,,,,1,0,0 đ,
PO116,PO116-XAMDAM-M,PO116,XÁM ĐẬM,M,,,,,1,0,0 đ,
PO116,PO116-XAMDAM-L,PO116,XÁM ĐẬM,L,,,,,1,0,0 đ,
PO116,PO116-XAMDAM-XL,PO116,XÁM ĐẬM,XL,,,,,1,0,0 đ,
PO116,PO116-XAMDAM-XXL,PO116,XÁM ĐẬM,XXL,,,,,1,0,0 đ,
22,KANIS,PO117,XUÂN YẾN,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"152,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,,TỔNG TIỀN
PO117,PO117-DEN-M,PO117,ĐEN,M,,,,,1,0,0 đ,
PO117,PO117-DEN-L,PO117,ĐEN,L,,,,,1,0,0 đ,
PO117,PO117-DEN-XL,PO117,ĐEN,XL,,,,,1,0,0 đ,
PO117,PO117-DEN-XXL,PO117,ĐEN,XXL,,,,,1,0,0 đ,
PO117,PO117-BE-M,PO117,BE,M,,,,,1,,0 đ,
PO117,PO117-BE-L,PO117,BE,L,,,,,1,0,0 đ,
PO117,PO117-BE-XL,PO117,BE,XL,,,,,1,0,0 đ,
PO117,PO117-BE-XXL,PO117,BE,XXL,,,,,1,0,0 đ,
PO117,PO117-XAMNHAT-M,PO117,XÁM NHẠT,M,,,,,1,0,0 đ,
PO117,PO117-XAMNHAT-L,PO117,XÁM NHẠT,L,,,,,1,0,0 đ,
PO117,PO117-XAMNHAT-XL,PO117,XÁM NHẠT,XL,,,,,1,0,0 đ,
PO117,PO117-XAMNHAT-XXL,PO117,XÁM NHẠT,XXL,,,,,1,0,0 đ,
23,QUẦN SHORT NỈ,PO118,A BẢO,PHỐI,REGULAR,,QUẦN NGẮN,SẢN PHẨM CHỦ LỰC,"93,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,,TỔNG TIỀN
PO118,PO118-DEN-M,PO118,ĐEN,M,,,,,1,0,0 đ,#REF!
PO118,PO118-DEN-L,PO118,ĐEN,L,,,,,1,0,0 đ,#REF!
PO118,PO118-DEN-XL,PO118,ĐEN,XL,,,,,1,0,0 đ,#REF!
PO118,PO118-BE-M,PO118,BE,M,,,,,1,0,0 đ,
PO118,PO118-BE-L,PO118,BE,L,,,,,1,0,0 đ,
PO118,PO118-BE-XL,PO118,BE,XL,,,,,1,0,0 đ,
PO118,PO118-XAM-M,PO118,XÁM,M,,,,,1,0,0 đ,
PO118,PO118-XAM-L,PO118,XÁM,L,,,,,1,0,0 đ,
PO118,PO118-XAM-XL,PO118,XÁM,XL,,,,,1,0,0 đ,
24,BASIC CLASSIC,PO119,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"113,000 đ","5,475","618,675,000 đ",9%
,,MÃ SP,MÀU,SIZE,HÌNH,,,,DAY,TỒN KHO,TỔNG TIỀN,0
PO119,PO119-NAUVANG-M,PO119,NÂU VÀNG,M,,,,,1,0,0 đ,
PO119,PO119-NAUVANG-L,PO119,NÂU VÀNG,L,,,,,1,0,0 đ,
PO119,PO119-NAUVANG-XL,PO119,NÂU VÀNG,XL,,,,,1,0,0 đ,
PO119,PO119-NAUVANG-XXL,PO119,NÂU VÀNG,XXL,,,,,1,0,0 đ,
PO119,PO119-XAMNHAT-M,PO119,XÁM NHẠT,M,,,,,0,173,"19,549,000 đ",
PO119,PO119-XAMNHAT-L,PO119,XÁM NHẠT,L,,,,,1,23,"2,599,000 đ",
PO119,PO119-XAMNHAT-XL,PO119,XÁM NHẠT,XL,,,,,1,47,"5,311,000 đ",
PO119,PO119-XAMNHAT-XXL,PO119,XÁM NHẠT,XXL,,,,,0,136,"15,368,000 đ",
PO119,PO119-XANHDAM-M,PO119,XANH ĐẬM,M,,,,,1,0,0 đ,
PO119,PO119-XANHDAM-L,PO119,XANH ĐẬM,L,,,,,1,0,0 đ,
PO119,PO119-XANHDAM-XL,PO119,XANH ĐẬM,XL,,,,,1,0,0 đ,
PO119,PO119-XANHDAM-XXL,PO119,XANH ĐẬM,XXL,,,,,1,0,0 đ,
PO119,PO119-TRANG-M,PO119,TRẮNG,M,,,,,1,63,"7,119,000 đ",
PO119,PO119-TRANG-L,PO119,TRẮNG,L,,,,,1,24,"2,712,000 đ",
PO119,PO119-TRANG-XL,PO119,TRẮNG,XL,,,,,0,122,"13,786,000 đ",
PO119,PO119-TRANG-XXL,PO119,TRẮNG,XXL,,,,,0,202,"22,826,000 đ",
PO119,PO119-DEN-M,PO119,ĐEN,M,,,,,0,"1,062","120,006,000 đ",
PO119,PO119-DEN-L,PO119,ĐEN,L,,,,,0,674,"76,162,000 đ",
PO119,PO119-DEN-XL,PO119,ĐEN,XL,,,,,0,297,"33,561,000 đ",
PO119,PO119-DEN-XXL,PO119,ĐEN,XXL,,,,,0,179,"20,227,000 đ",
PO119,PO119-XANHCOBALT-M,PO119,XANH COBALT,M,,,,,0,284,"32,092,000 đ",
PO119,PO119-XANHCOBALT-L,PO119,XANH COBALT,L,,,,,1,0,0 đ,
PO119,PO119-XANHCOBALT-XL,PO119,XANH COBALT,XL,,,,,1,0,0 đ,
PO119,PO119-XANHCOBALT-XXL,PO119,XANH COBALT,XXL,,,,,1,1,"113,000 đ",
PO119,PO119-DO-M,PO119,ĐỎ ĐÔ,M,,,,,0,127,"14,351,000 đ",
PO119,PO119-DO-L,PO119,ĐỎ ĐÔ,L,,,,,1,0,0 đ,
PO119,PO119-DO-XL,PO119,ĐỎ ĐÔ,XL,,,,,1,0,0 đ,
PO119,PO119-DO-XXL,PO119,ĐỎ ĐÔ,XXL,,,,,1,0,0 đ,
PO119,PO119-NAVYKEM-M,PO119,NAVY KEM,XL,,,,,0,284,"32,092,000 đ",
PO119,PO119-NAVYKEM-L,PO119,NAVY KEM,XXL,,,,,1,0,0 đ,
PO119,PO119-NAVYKEM-XL,PO119,NAVY KEM,XL,,,,,1,0,0 đ,
PO119,PO119-NAVYKEM-XXL,PO119,NAVY KEM,XXL,,,,,1,12,"1,356,000 đ",
PO119,PO119-NAVYDO-M,PO119,NAVY ĐÔ,M,,,,,1,0,0 đ,
PO119,PO119-NAVYDO-L,PO119,NAVY ĐÔ,L,,,,,1,0,0 đ,
PO119,PO119-NAVYDO-XL,PO119,NAVY ĐÔ,XL,,,,,1,0,0 đ,
PO119,PO119-NAVYDO-XXL,PO119,NAVY ĐÔ,XXL,,,,,1,0,0 đ,
PO119,PO119-HONGNHAT-M,PO119,HỒNG NHẠT,M,,,,,1,0,0 đ,
PO119,PO119-HONGNHAT-L,PO119,HỒNG NHẠT,L,,,,,1,0,0 đ,
PO119,PO119-HONGNHAT-XL,PO119,HỒNG NHẠT,XL,,,,,1,0,0 đ,
PO119,PO119-HONGNHAT-XXL,PO119,HỒNG NHẠT,XXL,,,,,1,0,0 đ,
PO119,PO119-CAFE-M,PO119,CAFE,M,,,,,1,0,0 đ,
PO119,PO119-CAFE-L,PO119,CAFE,L,,,,,1,0,0 đ,
PO119,PO119-CAFE-XL,PO119,CAFE,XL,,,,,1,0,0 đ,
PO119,PO119-CAFE-XXL,PO119,CAFE,XXL,,,,,1,1,"113,000 đ",
PO119,PO119-KEMNHAT-M,PO119,KEM NHẠT,M,,,,,0,146,"16,498,000 đ",
PO119,PO119-KEMNHAT-L,PO119,KEM NHẠT,L,,,,,1,77,"8,701,000 đ",
PO119,PO119-KEMNHAT-XL,PO119,KEM NHẠT,XL,,,,,0,126,"14,238,000 đ",
PO119,PO119-KEMNHAT-XXL,PO119,KEM NHẠT,XXL,,,,,1,88,"9,944,000 đ",
PO119,PO119-XAMDAM-M,PO119,XÁM ĐẬM,M,,,,,0,345,"38,985,000 đ",
PO119,PO119-XAMDAM-L,PO119,XÁM ĐẬM,L,,,,,0,260,"29,380,000 đ",
PO119,PO119-XAMDAM-XL,PO119,XÁM ĐẬM,XL,,,,,0,213,"24,069,000 đ",
PO119,PO119-XAMDAM-XXL,PO119,XÁM ĐẬM,XXL,,,,,0,102,"11,526,000 đ",
PO119,PO119-KHAKI-M,PO119,KHAKI,M,,,,,0,181,"20,453,000 đ",
PO119,PO119-KHAKI-L,PO119,KHAKI,L,,,,,1,34,"3,842,000 đ",
PO119,PO119-KHAKI-XL,PO119,KHAKI,XL,,,,,1,68,"7,684,000 đ",
PO119,PO119-KHAKI-XXL,PO119,KHAKI,XXL,,,,,1,34,"3,842,000 đ",
PO119,PO119-DENNEW-M,PO119,ĐEN NEW,M,,,,,1,67,"7,571,000 đ",
PO119,PO119-DENNEW-L,PO119,ĐEN NEW,L,,,,,1,0,0 đ,
PO119,PO119-DENNEW-XL,PO119,ĐEN NEW,XL,,,,,1,9,"1,017,000 đ",
PO119,PO119-DENNEW-XXL,PO119,ĐEN NEW,XXL,,,,,1,7,"791,000 đ",
PO119,PO119-NAVYNEW-M,PO119,NAVY NEW,M,,,,,1,2,"226,000 đ",
PO119,PO119-NAVYNEW-L,PO119,NAVY NEW,L,,,,,1,0,0 đ,
PO119,PO119-NAVYNEW-XL,PO119,NAVY NEW,XL,,,,,1,0,0 đ,
PO119,PO119-NAVYNEW-XXL,PO119,NAVY NEW,XXL,,,,,1,5,"565,000 đ",
25,THẮT LƯNG,PO120,BẢO LONG,PHỐI,REGULAR,,PHỤ KIỆN,SẢN PHẨM CHỦ LỰC,"88,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,#REF!,DAY,TỒN KHO,,TỔNG TIỀN
PO120,PO120-VANDEN,PO120,KHOÁ ĐEN,DÂY VÂN,,,,,1,0,0 đ,
PO120,PO120-TRONBAC,PO120,KHOÁ BẠC,DÂY TRƠN,,,,,1,0,0 đ,
26,HERUS,PO121,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"133,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,#REF!,DAY,TỒN KHO,TỔNG TIỀN,0
PO121,PO121-XANHDEN-M,PO121,XANH ĐEN,M,,,,,1,0,0 đ,
PO121,PO121-XANHDEN-L,PO121,XANH ĐEN,L,,,,,1,0,0 đ,
PO121,PO121-XANHDEN-XL,PO121,XANH ĐEN,XL,,,,,1,0,0 đ,
PO121,PO121-XANHDEN-XXL,PO121,XANH ĐEN,XXL,,,,,1,0,0 đ,
PO121,PO121-TRANG-M,PO121,TRẮNG,M,,,,,1,0,0 đ,
PO121,PO121-TRANG-L,PO121,TRẮNG,L,,,,,1,0,0 đ,
PO121,PO121-TRANG-XL,PO121,TRẮNG,XL,,,,,1,0,0 đ,
PO121,PO121-TRANG-XXl,PO121,TRẮNG,XXL,,,,,1,0,0 đ,
PO121,PO121-DEN-M,PO121,ĐEN,M,,,,,1,0,0 đ,
PO121,PO121-DEN-L,PO121,ĐEN,L,,,,,1,0,0 đ,
PO121,PO121-DEN-XL,PO121,ĐEN,XL,,,,,1,0,0 đ,
PO121,PO121-DEN-XXL,PO121,ĐEN,XXL,,,,,1,0,0 đ,
PO121,PO121-BE-M,PO121,BE,M,,,,,1,0,0 đ,
PO121,PO121-BE-L,PO121,BE,L,,,,,1,0,0 đ,
PO121,PO121-BE-XL,PO121,BE,XL,,,,,1,0,0 đ,
PO121,PO121-BE-XXL,PO121,BE,XXL,,,,,1,0,0 đ,
PO121,PO121-XANHMINT-M,PO121,XANH MINT,M,,,,,1,0,0 đ,
PO121,PO121-XANHMINT-L,PO121,XANH MINT,L,,,,,1,0,0 đ,
PO121,PO121-XANHMINT-XL,PO121,XANH MINT,XL,,,,,1,0,0 đ,
PO121,PO121-XANHMINT-XXL,PO121,XANH MINT,XXL,,,,,1,0,0 đ,
PO121,PO121-XAMDAM-M,PO121,XÁM ĐẬM,M,,,,,1,0,0 đ,
PO121,PO121-XAMDAM-L,PO121,XÁM ĐẬM,L,,,,,1,0,0 đ,
PO121,PO121-XAMDAM-XL,PO121,XÁM ĐẬM,XL,,,,,1,0,0 đ,
PO121,PO121-XAMDAM-XXL,PO121,XÁM ĐẬM,XXL,,,,,1,0,0 đ,
27,LIO,PO122,A BẢO,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"114,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,#REF!,DAY,TỒN KHO,,TỔNG TIỀN
PO122,PO122-TRANG-M,PO122,TRẮNG,M,,,,,1,0,0 đ,
PO122,PO122-TRANG-L,PO122,TRẮNG,L,,,,,1,0,0 đ,
PO122,PO122-TRANG-XL,PO122,TRẮNG,XL,,,,,1,0,0 đ,
PO122,PO122-TRANG-XXL,PO122,TRẮNG,XXL,,,,,1,0,0 đ,
PO122,PO122-DEN-M,PO122,ĐEN,M,,,,,1,0,0 đ,
PO122,PO122-DEN-L,PO122,ĐEN,L,,,,,1,0,0 đ,
PO122,PO122-DEN-XL,PO122,ĐEN,XL,,,,,1,0,0 đ,
PO122,PO122-DEN-XXL,PO122,ĐEN,XXL,,,,,1,0,0 đ,
28,HAMES,PO124,A THANH,PHỐI,REGULAR,,TAY DÀI,SẢN PHẨM CHỦ LỰC,"145,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,#REF!,DAY,TỒN KHO,,TỔNG TIỀN
PO124,PO124-XANHDEN-M,PO124,XANH ĐEN,M,,,,,1,0,0 đ,
PO124,PO124-XANHDEN-L,PO124,XANH ĐEN,L,,,,,1,0,0 đ,
PO124,PO124-XANHDEN-XL,PO124,XANH ĐEN,XL,,,,,1,0,0 đ,
PO124,PO124-XANHDEN-XXL,PO124,XANH ĐEN,XXL,,,,,1,0,0 đ,
29,QUẦN TÂY SIDETAB,PO125,HÀ NGỌC,PHỐI,REGULAR,,QUẦN DÀI,SẢN PHẨM CHỦ LỰC,"175,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,#REF!,DAY,TỒN KHO,,TỔNG TIỀN
PO125,PO125-XAMNHAT-29,PO125,XÁM NHẠT,29,,,,,1,0,0 đ,
PO125,PO125-XAMNHAT-30,PO125,XÁM NHẠT,30,,,,,1,0,0 đ,
PO125,PO125-XAMNHAT-31,PO125,XÁM NHẠT,31,,,,,1,0,0 đ,
PO125,PO125-XAMNHAT-32,PO125,XÁM NHẠT,32,,,,,1,0,0 đ,
PO125,PO125-XAMNHAT-34,PO125,XÁM NHẠT,34,,,,,1,0,0 đ,
PO125,PO125-XAMDAM-29,PO125,XÁM ĐẬM,29,,,,,1,0,0 đ,
PO125,PO125-XAMDAM-30,PO125,XÁM ĐẬM,30,,,,,1,0,0 đ,
PO125,PO125-XAMDAM-31,PO125,XÁM ĐẬM,31,,,,,1,0,0 đ,
PO125,PO125-XAMDAM-32,PO125,XÁM ĐẬM,32,,,,,1,0,0 đ,
PO125,PO125-XAMDAM-34,PO125,XÁM ĐẬM,34,,,,,1,0,0 đ,
PO125,PO125-DEN-29,PO125,ĐEN,29,,,,,1,0,0 đ,
PO125,PO125-DEN-30,PO125,ĐEN,30,,,,,1,0,0 đ,
PO125,PO125-DEN-31,PO125,ĐEN,31,,,,,1,0,0 đ,
PO125,PO125-DEN-32,PO125,ĐEN,32,,,,,1,0,0 đ,
PO125,PO125-DEN-34,PO125,ĐEN,34,,,,,1,0,0 đ,
30,QUẦN KAKI SD,PO126,LC,PHỐI,REGULAR,,QUẦN DÀI,SẢN PHẨM CHỦ LỰC,"123,000 đ","2,668","335,175,000 đ",5%
,,MÃ SP,MÀU,SIZE,HÌNH,,,#REF!,DAY,TỒN KHO,,TỔNG TIỀN
PO126,PO126-XAMNHAT-29,PO126,XÁM NHẠT,29,,,,,1,0,0 đ,
PO126,PO126-XAMNHAT-30,PO126,XÁM NHẠT,30,,,,,1,0,0 đ,
PO126,PO126-XAMNHAT-31,PO126,XÁM NHẠT,31,,,,,1,0,0 đ,
PO126,PO126-XAMNHAT-32,PO126,XÁM NHẠT,32,,,,,1,0,0 đ,
PO126,PO126-XAMNHAT-34,PO126,XÁM NHẠT,34,,,,,1,0,0 đ,
PO126,PO126-XAMXANH-29,PO126,XÁM XANH,29,,,,,1,0,0 đ,
PO126,PO126-XAMXANH-30,PO126,XÁM XANH,30,,,,,1,0,0 đ,
PO126,PO126-XAMXANH-31,PO126,XÁM XANH,31,,,,,1,0,0 đ,
PO126,PO126-XAMXANH-32,PO126,XÁM XANH,32,,,,,1,,0 đ,
PO126,PO126-XAMXANH-34,PO126,XÁM XANH,34,,,,,1,,"7,011,000 đ",
PO126,PO126-DEN-29,PO126,ĐEN,29,,,,,1,57,"7,011,000 đ",
PO126,PO126-DEN-30,PO126,ĐEN,30,,,,,0,579,"71,217,000 đ",
PO126,PO126-DEN-31,PO126,ĐEN,31,,,,,0,260,"31,980,000 đ",
PO126,PO126-DEN-32,PO126,ĐEN,32,,,,,0,139,"17,097,000 đ",
PO126,PO126-DEN-34,PO126,ĐEN,34,,,,,1,5,"615,000 đ",
PO126,PO126-BE-29,PO126,BE,29,,,,,1,0,0 đ,
PO126,PO126-BE-30,PO126,BE,30,,,,,0,301,"37,023,000 đ",
PO126,PO126-BE-31,PO126,BE,31,,,,,1,98,"12,054,000 đ",
PO126,PO126-BE-32,PO126,BE,32,,,,,1,54,"6,642,000 đ",
PO126,PO126-BE-34,PO126,BE,34,,,,,1,3,"369,000 đ",
PO126,PO126-NAUNHAT-29,PO126,NÂU NHẠT,29,,,,,0,110,"13,530,000 đ",
PO126,PO126-NAUNHAT-30,PO126,NÂU NHẠT,30,,,,,0,408,"50,184,000 đ",
PO126,PO126-NAUNHAT-31,PO126,NÂU NHẠT,31,,,,,0,359,"44,157,000 đ",
PO126,PO126-NAUNHAT-32,PO126,NÂU NHẠT,32,,,,,0,187,"23,001,000 đ",
PO126,PO126-NAUNHAT-34,PO126,NÂU NHẠT,34,,,,,0,108,"13,284,000 đ",
31,CLASSIC TAY DÀI,PO127,A BẢO,PHỐI,REGULAR,,TAY DÀI,SẢN PHẨM CHỦ LỰC,"165,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,#REF!,DAY,TỒN KHO,,TỔNG TIỀN
PO127,PO127-DEN-M,PO127,ĐEN,M,,,,,1,0,0 đ,
PO127,PO127-DEN-L,PO127,ĐEN,L,,,,,1,0,0 đ,
PO127,PO127-DEN-XL,PO127,ĐEN,XL,,,,,1,0,0 đ,
PO127,PO127-DEN-XXL,PO127,ĐEN,XXL,,,,,1,0,0 đ,
PO127,PO127-TRANG-M,PO127,TRẮNG,M,,,,,1,0,0 đ,
PO127,PO127-TRANG-L,PO127,TRẮNG,L,,,,,1,0,0 đ,
PO127,PO127-TRANG-XL,PO127,TRẮNG,XL,,,,,1,0,0 đ,
PO127,PO127-TRANG-XXL,PO127,TRẮNG,XXL,,,,,1,0,0 đ,
PO127,PO127-XAM-M,PO127,XÁM,M,,,,,1,0,0 đ,
PO127,PO127-XAM-L,PO127,XÁM,L,,,,,1,0,0 đ,
PO127,PO127-XAM-XL,PO127,XÁM,XL,,,,,1,0,0 đ,
PO127,PO127-XAM-XXL,PO127,XÁM,XXL,,,,,1,0,0 đ,
32,QUẦN SHORT XẾP LY,PO128,A BẢO,PHỐI,REGULAR,,QUẦN NGẮN,SẢN PHẨM CHỦ LỰC,"114,000 đ",313,"35,682,000 đ",1%
,,MÃ SP,MÀU,SIZE,HÌNH,,,#REF!,DAY,TỒN KHO,,TỔNG TIỀN
PO128,PO128-DEN-S,PO128,ĐEN,S,,,,,1,7,"798,000 đ",
PO128,PO128-DEN-M,PO128,ĐEN,M,,,,,1,0,0 đ,
PO128,PO128-DEN-L,PO128,ĐEN,L,,,,,1,0,0 đ,
PO128,PO128-DEN-XL,PO128,ĐEN,XL,,,,,1,0,0 đ,
PO128,PO128-NAU-S,PO128,NÂU,S,,,,,1,85,"9,690,000 đ",
PO128,PO128-NAU-M,PO128,NÂU,M,,,,,1,0,0 đ,
PO128,PO128-NAU-L,PO128,NÂU,L,,,,,1,0,0 đ,
PO128,PO128-NAU-XL,PO128,NÂU,XL,,,,,1,0,0 đ,
PO128,PO128-XAMNHAT-S,PO128,XAMNHAT,S,,,,,0,100,"11,400,000 đ",
PO128,PO128-XAMNHAT-M,PO128,XAMNHAT,M,,,,,1,0,0 đ,
PO128,PO128-XAMNHAT-L,PO128,XAMNHAT,L,,,,,1,0,0 đ,
PO128,PO128-XAMNHAT-XL,PO128,XAMNHAT,XL,,,,,1,0,0 đ,
PO128,PO128-BE-S,PO128,BE,S,,,,,0,121,"13,794,000 đ",
PO128,PO128-BE-M,PO128,BE,M,,,,,1,0,0 đ,
PO128,PO128-BE-L,PO128,BE,L,,,,,1,0,0 đ,
PO128,PO128-BE-XL,PO128,BE,XL,,,,,1,0,0 đ,
PO128,PO128-TRANGKEM-S,PO128,TRẮNG KEM,S,,,,,1,0,0 đ,
PO128,PO128-TRANGKEM-M,PO128,TRẮNG KEM,M,,,,,1,0,0 đ,
PO128,PO128-TRANGKEM-L,PO128,TRẮNG KEM,L,,,,,1,0,0 đ,
PO128,PO128-TRANGKEM-XL,PO128,TRẮNG KEM,XL,,,,,1,0,0 đ,
33,THUN DỆT KIM,PO129,THANH HƯƠNG,TRƠN,REGULAR,,ÁO THUN,SẢN PHẨM CHỦ LỰC,"136,000 đ",96,"13,056,000 đ",0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,#REF!,DAY,TỒN KHO,,TỔNG TIỀN
PO129,PO129-BE-M,PO129,BE,M,,,,,0,0,0 đ,
PO129,PO129-BE-L,PO129,BE,L,,,,,0,0,0 đ,
PO129,PO129-BE-XL,PO129,BE,XL,,,,,0,0,0 đ,
PO129,PO129-BE-XXL,PO129,BE,XXL,,,,,0,0,0 đ,
PO129,PO129-NAVY-M,PO129,NAVY,M,,,,,0,0,0 đ,
PO129,PO129-NAVY-L,PO129,NAVY,L,,,,,0,0,0 đ,
PO129,PO129-NAVY-XL,PO129,NAVY,XL,,,,,0,0,0 đ,
PO129,PO129-NAVY-XXL,PO129,NAVY,XXL,,,,,0,0,0 đ,
PO129,PO129-XAMNHAT-M,PO129,XÁM NHẠT,M,,,,,0,0,0 đ,
PO129,PO129-XAMNHAT-L,PO129,XÁM NHẠT,L,,,,,0,0,0 đ,
PO129,PO129-XAMNHAT-XL,PO129,XÁM NHẠT,XL,,,,,0,0,0 đ,
PO129,PO129-XAMNHAT-XXL,PO129,XÁM NHẠT,XXL,,,,,0,55,"7,480,000 đ",
PO129,PO129-XANHNHAT-M,PO129,XANH NHẠT,M,,,,,0,0,0 đ,
PO129,PO129-XANHNHAT-L,PO129,XANH NHẠT,L,,,,,0,1,"136,000 đ",
PO129,PO129-XANHNHAT-XL,PO129,XANH NHẠT,XL,,,,,0,0,0 đ,
PO129,PO129-XANHNHAT-XXL,PO129,XANH NHẠT,XXL,,,,,0,40,"5,440,000 đ",
34,FIRIS,PO130,A THANH,PHỐI,REGULAR,,ÁO POLO,SẢN PHẨM CHỦ LỰC,"113,000 đ",0,0 đ,0%
,,MÃ SP,MÀU,SIZE,HÌNH,,,SẢN PHẨM CHỦ LỰC,DAY,TỒN KHO,TỔNG TIỀN,
PO130,PO130-XAMNHAT-M,PO130,XÁM NHẠT,M,,,,,1,0,0 đ,
PO130,PO130-XAMNHAT-L,PO130,XÁM NHẠT,L,,,,,1,0,0 đ,
PO130,PO130-XAMNHAT-XL,PO130,XÁM NHẠT,XL,,,,,1,0,0 đ,
